GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0020700003,1610612762,Jazz,UTA,Utah,240:00,107.5,110.4,90.0,90.6,17.5,19.8,0.585,1.26,16.1,0.415,0.824,0.615,17.457,17.9,0.483,0.553,1.0,0.202,107.78,106.0,88.33,106,0.644
0020700003,1610612744,Warriors,GSW,Golden State,240:00,90.0,90.6,107.5,110.4,-17.5,-19.8,0.594,0.95,14.3,0.176,0.585,0.385,18.741,18.9,0.455,0.512,1.0,0.202,107.78,106.0,88.33,106,0.356
0020700001,1610612759,Spurs,SAS,San Antonio,240:00,111.1,115.2,102.7,104.3,8.4,10.9,0.512,2.33,16.4,0.333,,,9.43,9.8,0.506,0.538,1.0,0.199,94.96,92.5,77.08,92,0.553
0020700001,1610612757,Trail Blazers,POR,Portland,240:00,102.7,104.3,111.1,115.2,-8.4,-10.9,0.385,0.88,12.8,,0.667,,17.993,18.3,0.538,0.567,1.0,0.199,94.96,92.5,77.08,93,0.447
0020700002,1610612747,Lakers,LAL,Los Angeles,240:00,96.1,96.9,100.4,97.9,-4.3,-1.1,0.563,1.5,14.3,0.264,0.696,0.465,12.397,12.5,0.434,0.485,1.0,0.202,95.72,96.5,80.42,96,0.462
0020700002,1610612745,Rockets,HOU,Houston,240:00,100.4,97.9,96.1,96.9,4.3,1.1,0.676,1.21,17.7,0.304,0.736,0.535,20.076,19.6,0.5,0.542,1.0,0.201,95.72,96.5,80.42,97,0.538
0020700007,1610612751,Nets,NJN,New Jersey,265:00,108.7,108.7,98.6,100.0,10.1,8.7,0.727,1.41,17.0,0.388,0.639,0.527,16.498,16.5,0.457,0.56,1.0,0.203,93.95,93.28,77.74,103,0.6
0020700007,1610612741,Bulls,CHI,Chicago,265:00,98.6,100.0,108.7,108.7,-10.1,-8.7,0.605,1.44,15.7,0.361,0.612,0.473,15.32,15.5,0.438,0.479,1.0,0.199,93.95,93.28,77.74,103,0.4
0020700005,1610612753,Magic,ORL,Orlando,240:00,114.1,113.3,88.6,93.3,25.5,20.1,0.469,1.5,13.2,0.227,0.593,0.437,11.186,11.1,0.521,0.577,1.0,0.197,91.54,89.5,74.58,90,0.675
0020700005,1610612749,Bucks,MIL,Milwaukee,240:00,88.6,93.3,114.1,113.3,-25.5,-20.1,0.485,1.07,12.5,0.407,0.773,0.563,16.012,16.9,0.402,0.429,1.0,0.199,91.54,89.5,74.58,89,0.325
0020700008,1610612742,Mavericks,DAL,Dallas,240:00,103.6,103.4,83.1,83.1,20.5,20.2,0.697,1.44,19.7,0.158,0.673,0.462,18.018,18.0,0.543,0.591,1.0,0.2,88.9,89.0,74.17,89,0.678
0020700008,1610612739,Cavaliers,CLE,Cleveland,240:00,83.1,83.1,103.6,103.4,-20.5,-20.2,0.464,0.76,11.0,0.327,0.842,0.538,19.101,19.1,0.383,0.42,1.0,0.196,88.9,89.0,74.17,89,0.322
0020700006,1610612764,Wizards,WAS,Washington,265:00,96.7,99.1,107.4,108.2,-10.7,-9.1,0.417,0.83,9.9,0.371,0.679,0.508,15.817,16.2,0.394,0.463,1.0,0.199,101.72,100.08,83.4,111,0.369
0020700006,1610612754,Pacers,IND,Indiana,265:00,107.4,108.2,96.7,99.1,10.7,9.1,0.526,1.18,13.8,0.321,0.629,0.492,15.337,15.5,0.484,0.552,1.0,0.202,101.72,100.08,83.4,110,0.631
0020700011,1610612760,SuperSonics,SEA,Seattle,240:00,89.7,98.1,109.7,114.3,-20.0,-16.2,0.675,1.29,17.3,0.397,,,18.28,20.0,0.453,0.477,1.0,0.197,112.14,105.0,87.5,105,0.384
0020700011,1610612743,Nuggets,DEN,Denver,240:00,109.7,114.3,89.7,98.1,20.0,16.2,0.738,1.94,20.2,,0.603,,14.625,15.2,0.522,0.564,1.0,0.196,112.14,105.0,87.5,105,0.616
